NOMINATIVO;DATA;ORA_INIZIO;ORA_TERMINE;TITOLO;COMMISSIONI;
CENTILLO MARIA LUCIA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
COPPOLA MICHELE;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
DELL'UTRI MICHELE;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
LEVI-MONTALCINI PIERA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
MANGONE DOMENICO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
GENISIO DOMENICA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
RATTAZZI GIULIO CESARE;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
CASSIANI LUCA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
LO RUSSO STEFANO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
MORETTI GABRIELE;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
FERRARIS GIOVANNI MARIA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
TRONZANO ANDREA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
SCANDEREBECH FEDERICA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
CAROSSA MARIO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
LEVI MARTA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
GRIMALDI MARCO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
FURNARI RAFFAELLA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
FASSINO PIERO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
CARRETTA DOMENICO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
PAOLINO MICHELE;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
VIALE SILVIO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
MUZZARELLI MARCO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
VENTURA GIOVANNI;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
CURTO MICHELE;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
PORCINO GIOVANNI;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
MARRONE MAURIZIO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
MAGLIANO SILVIO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
AMBROGIO PAOLA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
GRECO LUCCHINA PAOLO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
LIARDO ENZO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
BERTOLA VITTORIO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
APPENDINO CHIARA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
MUSY ALBERTO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
RICCA FABRIZIO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
CARBONERO ROBERTO;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
MARTUCCI DENIS;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
ALUNNO GUIDO MARIA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
NOMIS FOSCA;27/06/2011;16,00;18,45;CONSIGLIO COMUNALE
RATTAZZI GIULIO CESARE;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
LO RUSSO STEFANO;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
MORETTI GABRIELE;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
FERRARIS GIOVANNI MARIA;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
TRONZANO ANDREA;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
SCANDEREBECH FEDERICA;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
CURTO MICHELE;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
MAGLIANO SILVIO;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
BERTOLA VITTORIO;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
RICCA FABRIZIO;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
MARTUCCI DENIS;28/06/2011;14,30;16,55;CONFERENZA CAPIGRUPPO
ALTAMURA ALESSANDRO;30/06/2011;09,00;09,35;1° CCP
SBRIGLIO GIUSEPPE;30/06/2011;09,00;09,35;1° CCP
TRICARICO ROBERTO;30/06/2011;09,00;09,35;1° CCP
RATTAZZI GIULIO CESARE;30/06/2011;09,00;09,35;1° CCP
LO RUSSO STEFANO;30/06/2011;09,00;09,35;1° CCP
MORETTI GABRIELE;30/06/2011;09,00;09,35;1° CCP
SCANDEREBECH FEDERICA;30/06/2011;09,00;09,35;1° CCP
CAROSSA MARIO;30/06/2011;09,00;09,35;1° CCP
VENTURA GIOVANNI;30/06/2011;09,00;09,35;1° CCP
CURTO MICHELE;30/06/2011;09,00;09,35;1° CCP
MAGLIANO SILVIO;30/06/2011;09,00;09,35;1° CCP
GRECO LUCCHINA PAOLO;30/06/2011;09,00;09,35;1° CCP
APPENDINO CHIARA;30/06/2011;09,00;09,35;1° CCP
NOMIS FOSCA;30/06/2011;09,00;09,35;1° CCP
LEVI-MONTALCINI PIERA;30/06/2011;09,30;10,15;2° CCP
MANGONE DOMENICO;30/06/2011;09,30;10,15;2° CCP
SBRIGLIO GIUSEPPE;30/06/2011;09,30;10,15;2° CCP
RATTAZZI GIULIO CESARE;30/06/2011;09,30;10,15;2° CCP
CASSIANI LUCA;30/06/2011;09,30;10,15;2° CCP
LO RUSSO STEFANO;30/06/2011;09,30;10,15;2° CCP
SCANDEREBECH FEDERICA;30/06/2011;09,30;10,15;2° CCP
CAROSSA MARIO;30/06/2011;09,30;10,15;2° CCP
LEVI MARTA;30/06/2011;09,30;10,15;2° CCP
GRIMALDI MARCO;30/06/2011;09,30;10,15;2° CCP
CARRETTA DOMENICO;30/06/2011;09,30;10,15;2° CCP
MARRONE MAURIZIO;30/06/2011;09,30;10,15;2° CCP
AMBROGIO PAOLA;30/06/2011;09,30;10,15;2° CCP
LIARDO ENZO;30/06/2011;09,30;10,15;2° CCP
BERTOLA VITTORIO;30/06/2011;09,30;10,15;2° CCP
MARTUCCI DENIS;30/06/2011;09,30;10,15;2° CCP
ALTAMURA ALESSANDRO;30/06/2011;10,00;10,45;3° CCP
MANGONE DOMENICO;30/06/2011;10,00;10,45;3° CCP
SBRIGLIO GIUSEPPE;30/06/2011;10,00;10,45;3° CCP
GENISIO DOMENICA;30/06/2011;10,00;10,45;3° CCP
LO RUSSO STEFANO;30/06/2011;10,00;10,45;3° CCP
MORETTI GABRIELE;30/06/2011;10,00;10,45;3° CCP
TRONZANO ANDREA;30/06/2011;10,00;10,45;3° CCP
SCANDEREBECH FEDERICA;30/06/2011;10,00;10,45;3° CCP
MUZZARELLI MARCO;30/06/2011;10,00;10,45;3° CCP
CURTO MICHELE;30/06/2011;10,00;10,45;3° CCP
AMBROGIO PAOLA;30/06/2011;10,00;10,45;3° CCP
GRECO LUCCHINA PAOLO;30/06/2011;10,00;10,45;3° CCP
BERTOLA VITTORIO;30/06/2011;10,00;10,45;3° CCP
CARBONERO ROBERTO;30/06/2011;10,00;10,45;3° CCP
CENTILLO MARIA LUCIA;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
LEVI-MONTALCINI PIERA;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
SBRIGLIO GIUSEPPE;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
GENISIO DOMENICA;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
LO RUSSO STEFANO;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
SCANDEREBECH FEDERICA;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
LEVI MARTA;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
GRIMALDI MARCO;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
FURNARI RAFFAELLA;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
VIALE SILVIO;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
AMBROGIO PAOLA;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
APPENDINO CHIARA;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
RICCA FABRIZIO;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
MARTUCCI DENIS;30/06/2011;10,30;11,15;DIRITTI E PARI OPPORTUNITÀ
LEVI-MONTALCINI PIERA;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
SBRIGLIO GIUSEPPE;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
TRICARICO ROBERTO;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
LO RUSSO STEFANO;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
TRONZANO ANDREA;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
SCANDEREBECH FEDERICA;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
PAOLINO MICHELE;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
CURTO MICHELE;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
AMBROGIO PAOLA;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
APPENDINO CHIARA;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
CARBONERO ROBERTO;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
MARTUCCI DENIS;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
ALUNNO GUIDO MARIA;30/06/2011;11,00;12,20;CONTROLLO DI GESTIONE
SBRIGLIO GIUSEPPE;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
RATTAZZI GIULIO CESARE;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
LO RUSSO STEFANO;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
MORETTI GABRIELE;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
FERRARIS GIOVANNI MARIA;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
SCANDEREBECH FEDERICA;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
CAROSSA MARIO;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
CURTO MICHELE;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
MAGLIANO SILVIO;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
BERTOLA VITTORIO;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
MUSY ALBERTO;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
MARTUCCI DENIS;01/07/2011;14,30;16,20;CONFERENZA CAPIGRUPPO
ALTAMURA ALESSANDRO;04/07/2011;13,30;14,00;1° CCP
SBRIGLIO GIUSEPPE;04/07/2011;13,30;14,00;1° CCP
TRICARICO ROBERTO;04/07/2011;13,30;14,00;1° CCP
RATTAZZI GIULIO CESARE;04/07/2011;13,30;14,00;1° CCP
LO RUSSO STEFANO;04/07/2011;13,30;14,00;1° CCP
MORETTI GABRIELE;04/07/2011;13,30;14,00;1° CCP
SCANDEREBECH FEDERICA;04/07/2011;13,30;14,00;1° CCP
VENTURA GIOVANNI;04/07/2011;13,30;14,00;1° CCP
CURTO MICHELE;04/07/2011;13,30;14,00;1° CCP
MAGLIANO SILVIO;04/07/2011;13,30;14,00;1° CCP
GRECO LUCCHINA PAOLO;04/07/2011;13,30;14,00;1° CCP
APPENDINO CHIARA;04/07/2011;13,30;14,00;1° CCP
NOMIS FOSCA;04/07/2011;13,30;14,00;1° CCP
ALTAMURA ALESSANDRO;04/07/2011;14,00;14,30;4° CCP
CENTILLO MARIA LUCIA;04/07/2011;14,00;14,30;4° CCP
DELL'UTRI MICHELE;04/07/2011;14,00;14,30;4° CCP
GENISIO DOMENICA;04/07/2011;14,00;14,30;4° CCP
SCANDEREBECH FEDERICA;04/07/2011;14,00;14,30;4° CCP
PAOLINO MICHELE;04/07/2011;14,00;14,30;4° CCP
VIALE SILVIO;04/07/2011;14,00;14,30;4° CCP
CURTO MICHELE;04/07/2011;14,00;14,30;4° CCP
PORCINO GIOVANNI;04/07/2011;14,00;14,30;4° CCP
MAGLIANO SILVIO;04/07/2011;14,00;14,30;4° CCP
RICCA FABRIZIO;04/07/2011;14,00;14,30;4° CCP
ALUNNO GUIDO MARIA;04/07/2011;14,00;14,30;4° CCP
CENTILLO MARIA LUCIA;04/07/2011;14,30;15,00;5° CCP
LEVI-MONTALCINI PIERA;04/07/2011;14,30;15,00;5° CCP
SBRIGLIO GIUSEPPE;04/07/2011;14,30;15,00;5° CCP
CASSIANI LUCA;04/07/2011;14,30;15,00;5° CCP
TRONZANO ANDREA;04/07/2011;14,30;15,00;5° CCP
SCANDEREBECH FEDERICA;04/07/2011;14,30;15,00;5° CCP
GRIMALDI MARCO;04/07/2011;14,30;15,00;5° CCP
CARRETTA DOMENICO;04/07/2011;14,30;15,00;5° CCP
PAOLINO MICHELE;04/07/2011;14,30;15,00;5° CCP
MUZZARELLI MARCO;04/07/2011;14,30;15,00;5° CCP
VENTURA GIOVANNI;04/07/2011;14,30;15,00;5° CCP
MARRONE MAURIZIO;04/07/2011;14,30;15,00;5° CCP
LIARDO ENZO;04/07/2011;14,30;15,00;5° CCP
APPENDINO CHIARA;04/07/2011;14,30;15,00;5° CCP
CARBONERO ROBERTO;04/07/2011;14,30;15,00;5° CCP
DELL'UTRI MICHELE;04/07/2011;15,00;15,25;6° CCP
LEVI-MONTALCINI PIERA;04/07/2011;15,00;15,25;6° CCP
SCANDEREBECH FEDERICA;04/07/2011;15,00;15,25;6° CCP
GRIMALDI MARCO;04/07/2011;15,00;15,25;6° CCP
FURNARI RAFFAELLA;04/07/2011;15,00;15,25;6° CCP
VIALE SILVIO;04/07/2011;15,00;15,25;6° CCP
PORCINO GIOVANNI;04/07/2011;15,00;15,25;6° CCP
BERTOLA VITTORIO;04/07/2011;15,00;15,25;6° CCP
RICCA FABRIZIO;04/07/2011;15,00;15,25;6° CCP
ALUNNO GUIDO MARIA;04/07/2011;15,00;15,25;6° CCP
NOMIS FOSCA;04/07/2011;15,00;15,25;6° CCP
ALTAMURA ALESSANDRO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
CENTILLO MARIA LUCIA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
COPPOLA MICHELE;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
DELL'UTRI MICHELE;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
LEVI-MONTALCINI PIERA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
MANGONE DOMENICO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
SBRIGLIO GIUSEPPE;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
TRICARICO ROBERTO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
GENISIO DOMENICA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
RATTAZZI GIULIO CESARE;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
CASSIANI LUCA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
LO RUSSO STEFANO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
MORETTI GABRIELE;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
FERRARIS GIOVANNI MARIA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
TRONZANO ANDREA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
SCANDEREBECH FEDERICA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
CAROSSA MARIO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
LEVI MARTA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
GRIMALDI MARCO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
FURNARI RAFFAELLA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
FASSINO PIERO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
CARRETTA DOMENICO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
PAOLINO MICHELE;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
VIALE SILVIO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
MUZZARELLI MARCO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
VENTURA GIOVANNI;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
CURTO MICHELE;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
PORCINO GIOVANNI;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
MARRONE MAURIZIO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
MAGLIANO SILVIO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
AMBROGIO PAOLA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
GRECO LUCCHINA PAOLO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
LIARDO ENZO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
BERTOLA VITTORIO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
APPENDINO CHIARA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
MUSY ALBERTO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
RICCA FABRIZIO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
CARBONERO ROBERTO;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
MARTUCCI DENIS;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
ALUNNO GUIDO MARIA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
NOMIS FOSCA;04/07/2011;15,30;20,35;CONSIGLIO COMUNALE
SBRIGLIO GIUSEPPE;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
LO RUSSO STEFANO;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
MORETTI GABRIELE;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
FERRARIS GIOVANNI MARIA;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
TRONZANO ANDREA;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
SCANDEREBECH FEDERICA;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
CURTO MICHELE;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
MAGLIANO SILVIO;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
BERTOLA VITTORIO;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
RICCA FABRIZIO;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
MARTUCCI DENIS;04/07/2011;15,30;16,30;CONFERENZA CAPIGRUPPO
SBRIGLIO GIUSEPPE;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
RATTAZZI GIULIO CESARE;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
LO RUSSO STEFANO;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
MORETTI GABRIELE;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
FERRARIS GIOVANNI MARIA;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
TRONZANO ANDREA;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
SCANDEREBECH FEDERICA;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
CURTO MICHELE;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
MAGLIANO SILVIO;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
BERTOLA VITTORIO;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
RICCA FABRIZIO;05/07/2011;14,30;16,45;CONFERENZA CAPIGRUPPO
